,Institute,Academic Program Name,Quota,Seat Type,Gender,Closing Rank,Closing Rank 2024,Closing Rank 2023,Closing Rank 2022,Closing Rank 2021,Closing Rank 2020,State
1015,Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11874,11897,11677,11329,11790,9030,Telangana
1016,Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,948,1021,1186,1216,974,1085,Telangana
1017,Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1715,2086,1894,1723,2541,1991,Telangana
1018,Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2453,2755,2976,2915,2867,2881,Telangana
1019,Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4864,4578,3981,5494,5845,5077,Telangana
1020,Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1448,1588,1675,1639,1641,1668,Telangana
1021,Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2507,2215,2312,1285,2300,1927,Telangana
1022,Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,752,783,708,880,728,775,Telangana
1024,Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8698,7898,9303,8716,7775,7388,Telangana
1025,Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15160,16049,14111,14090,14454,12426,Telangana
1026,Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1326,1331,1436,1388,1153,1364,Telangana
1027,Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2104,2260,2191,2307,2966,2410,Telangana
1028,Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3453,3334,3484,3413,3110,2873,Telangana
1029,Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6304,6223,4907,5606,4786,5224,Telangana
1031,Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1844,1789,1914,1732,1521,1477,Telangana
1032,Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1896,2852,2448,2461,2310,1885,Telangana
1033,Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,533,697,612,629,565,436,Telangana
1034,Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),605,1302,1018,859,945,746,Telangana
1035,Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1866,1790,1884,1633,1383,,Telangana
1036,Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4712,5158,4866,3260,2795,,Telangana
1038,Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,393,272,347,268,307,,Telangana
1039,Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),840,,,964,,,Telangana
1040,Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,945,991,969,934,771,,Telangana
1041,Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2257,1547,1320,1104,2122,,Telangana
1042,Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,705,657,732,682,585,,Telangana
1043,Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1038,878,1280,,,,Telangana
1044,Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,378,441,426,357,374,,Telangana
1045,Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,673,656,674,608,521,584,Telangana
1046,Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2121,1809,1300,1503,1227,1382,Telangana
1047,Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,17,32,53,19,40,,Telangana
1048,Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,93,112,95,88,86,93,Telangana
1049,Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),313,356,128,174,114,267,Telangana
1050,Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,293,302,256,292,253,228,Telangana
1051,Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),887,865,650,514,513,1091,Telangana
1053,Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,198,182,149,164,142,170,Telangana
1054,Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),348,386,321,566,653,261,Telangana
1055,Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,80,82,57,61,79,96,Telangana
1056,Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),110,107,117,86,113,201,Telangana
1057,Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST (PwD),Gender-Neutral,5,,,,,,Telangana
1058,Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1900,2105,2196,2466,2094,1910,Telangana
1059,Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4295,4344,3787,5070,5413,3962,Telangana
1061,Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),128,,,,,,Telangana
1062,Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,343,387,405,418,349,372,Telangana
1063,Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),534,723,704,612,890,829,Telangana
1064,Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1024,1021,1079,1119,946,901,Telangana
1065,Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2388,2009,1683,1827,2685,1777,Telangana
1066,Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,553,614,752,755,684,483,Telangana
1067,Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),960,1218,1079,1077,1124,613,Telangana
1068,Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,5,,,,,,Telangana
1069,Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,305,292,203,316,349,237,Telangana
1070,Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),357,545,605,343,231,299,Telangana
1071,Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1895,2147,2310,2582,,,Telangana
1072,Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4071,4434,4527,4772,,,Telangana
1073,Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,98,,,176,,,Telangana
1074,Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,320,350,408,500,,,Telangana
1075,Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),605,868,929,,,,Telangana
1076,Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,860,920,1119,1124,,,Telangana
1077,Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2498,2076,1562,2687,,,Telangana
1078,Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,77,,37,,,,Telangana
1079,Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,441,463,750,699,,,Telangana
1080,Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1008,528,1054,1686,,,Telangana
1081,Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,266,373,274,273,,,Telangana
1082,Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4686,4932,5537,6196,5408,4418,Telangana
1083,Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),9760,12055,8321,10587,8559,8894,Telangana
1084,Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1233,1180,1289,803,1106,1029,Telangana
1085,Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2835,1997,2590,2927,3376,2668,Telangana
1086,Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2572,2856,2923,3111,2645,2505,Telangana
1087,Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5436,6654,5480,7000,7236,5467,Telangana
1088,Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1650,1818,1860,2083,1897,2052,Telangana
1089,Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2671,3009,2939,2566,2531,2420,Telangana
1091,Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3272,3835,4079,4207,3902,3167,Telangana
1092,Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6682,5748,6124,7402,8147,3881,Telangana
1093,Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,594,654,646,631,628,515,Telangana
1094,Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1342,1830,1585,1288,1511,1341,Telangana
1095,Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1880,1984,1984,2487,1575,1493,Telangana
1096,Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4160,4046,3375,4270,5222,2815,Telangana
1097,Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1558,1125,1509,1576,1820,1445,Telangana
1098,Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1637,1512,1940,1737,3095,1841,Telangana
1099,Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,662,592,833,543,811,488,Telangana
1101,Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10043,9551,11271,9304,7506,,Telangana
1102,Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16983,16446,16065,13828,14031,,Telangana
1103,Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,166,,,,,,Telangana
1104,Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1694,1799,1864,1391,1377,,Telangana
1105,Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2923,3018,3075,3110,,,Telangana
1106,Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3992,4097,4391,3795,3587,,Telangana
1107,Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6401,7981,6559,7260,7240,,Telangana
1108,Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2572,2370,2365,2255,1909,,Telangana
1109,Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3116,3889,3213,,,,Telangana
1111,Indian Institute of Technology Hyderabad,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7604,8197,9785,8722,8154,7886,Telangana
1112,Indian Institute of Technology Hyderabad,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15504,15999,15007,13850,14635,12683,Telangana
